;Unnamed: 0.1;Unnamed: 0;GV_Key;Date_cal;Ticker Symbol;Company Name;Quarter;Fiscal Data Year and Quarter;Final Date;Date_rep;Assets;Cash;Long-Term Debt;Net Income;EBIT;EBITDA;Revenue;Stockholders Equity;HQ;Share_Price;Share_Price_BD;Div_Per_Share_Ann;Div_Yield;Market_Cap;Beta_1Y;Beta_2Y;Beta_5Y;Rev_1y_Growth;Rev_2y_Growth;Primary Industry;Industry Sector;Industry Group;Industry;Shares_out;EBITDA_Margin;Profit_Margin;Leverage;Debt/Assets;Cash/Assets;ROE;P/B;P/Sales;P/EBITDA;P/EBIT;P/E;Universe;P/EBIT AVG;P/EBITDA AVG;P/Sales AVG;P/E AVG
15474;15474;15474;GV_244641;31.03.2017;ITRN;ITURAN LOCATION & CONTROL;2017Q1;2017Q1;19.05.2017;17.05.2017;-0.309786722;-0.284631012;-0.242221565;-0.064965138;-0.169892682;-0.219604228;-0.308292714;-0.351504444;16;-0.115010755;26.872;0.989130435;1.42958452;-0.259341163;-0.554457798;-0.42384524;-0.270547686;0.45704198;0.07294724;26;7;20;11;-0.32993932;0.82570852;1.508933096;-0.870617467;-0.524789384;0.467313011;1.776498464;1.130186519;0.397529195;0.064215435;0.002492127;-0.125809853;Value;0.1;0.19;-0.11;0.03
15544;15544;15544;GV_264395;31.03.2017;GHL;GREENHILL & CO INC;2017Q1;2017Q1;18.05.2017;27.04.2017;-0.273461059;-0.217178018;-0.233663314;-0.239454918;-0.302252636;-0.328996755;-0.307356572;-0.26870438;31;-0.169233831;23.90351;1.913043478;3.239454814;-0.233290186;0.349916154;0.584730475;0.361453745;0.708107421;-0.095962489;86;4;9;8;-0.231919261;-1.058922117;-0.620485903;-0.726984084;-0.768424033;0.383272731;-0.5855285;0.178044017;0.736104217;-10.02238083;-5.364660592;-11.41166988;Value;-5.36;-10.02;0.74;-11.41
15568;15568;15568;GV_266214;31.03.2017;CNS;COHEN & STEERS INC;2017Q1;2017Q1;24.05.2017;19.04.2017;-0.288624433;0.061031367;-0.242221565;0.062068199;0.00282198;-0.107134804;-0.27225181;-0.271579201;31;-0.087793365;28.36204;1.717391304;1.997706422;-0.064587851;-0.107029067;0.351841967;0.538354973;0.136806834;-0.079995095;11;4;9;8;-0.103397897;1.411768556;1.721522921;-0.870617467;-1.363487936;3.146696854;1.220590719;1.491187621;0.859511056;0.132080966;-0.073832312;0.019015836;Growth;-0.07;0.13;0.86;0.02
15604;15604;15604;GV_271841;31.03.2017;GFASY;GAFISA SA;2017Q1;2017Q1;14.06.2017;10.05.2017;-0.066615344;-0.335337019;-0.145715943;-0.428416689;-0.459373188;-0.431076657;-0.318361314;-0.158680029;2;0.991507032;87.44929;-0.043478261;-0.125988611;-0.348206447;-0.483510341;-0.311772613;0.710939466;-1.394318401;-2.822830663;67;1;4;35;-0.397628373;-3.223807164;-3.419250332;-0.467087284;0.49988368;-0.545447153;-1.188151631;-0.756080925;1.926510265;-2.394307322;-1.6830178;-1.380840019;Value;-0.6;0.74;0.61;-0.81
15625;15625;15625;GV_294524;31.03.2017;LYB;LYONDELLBASELL INDUSTRIES NV;2017Q1;2017Q1;28.04.2017;28.04.2017;3.635204445;0.933498358;4.027521305;9.896605943;9.299697815;8.280753982;8.650788819;2.909172092;31;0.483054707;59.61362;3.652173913;1.989006643;5.23425442;0.043753494;0.532629405;-0.04292483;-0.480491129;-1.382634975;25;8;14;9;3.094237647;0.143623767;0.315929115;0.365977543;0.59027257;-0.425113773;2.027879619;0.959561936;-0.331674328;-0.400450809;-0.384981287;-0.266053742;Value;-0.03;-0.23;-0.27;-0.1
15649;15649;15649;GV_295786;31.03.2017;CNHI;CNH INDUSTRIAL NV;2017Q1;2017Q1;22.05.2017;27.04.2017;7.193991194;10.07232535;12.18309027;0.316376284;0.339021489;1.932870562;5.291379048;1.916089373;11;-0.448789114;8.59901;0.086423913;0.4596383;2.037224919;0.336556736;0.466688746;-0.264739495;-0.420209855;-1.041782101;3;6;1;45;11.69877833;-0.431654318;-0.435785447;1.028603676;1.162369243;0.082046671;-0.332987014;0.25925643;-0.395893426;-0.030251781;1.993308794;2.301344322;Value;0.23;0.05;-0.08;0.27
15682;15682;15682;GV_317427;31.03.2017;NOMD;NOMAD FOODS LTD;2017Q1;2017Q1;25.05.2017;25.05.2017;0.505253256;0.701076117;0.545134438;0.42247034;0.358407264;0.218074342;0.239837785;0.653625801;11;-0.351777431;13.91;-0.043478261;-0.125988611;0.04560004;0.003200112;-1.147337866;-0.088032279;1.230899123;-0.418931108;107;2;10;27;1.127741577;0.066547269;0.279397112;0.199725486;0.129899582;0.016495057;-0.016099874;-0.430853249;-0.165286232;-0.096393205;-0.168129739;-0.058572745;Growth;4.26;0;-0.27;-0.04
15732;15732;15732;GV_001078;31.03.2017;ABT;ABBOTT LABORATORIES;2017Q1;2017Q1;04.05.2017;19.04.2017;11.52002472;22.78005163;11.80982376;5.093785239;4.684791191;7.681358516;6.409399179;15.7373437;31;0.105686766;38.95428;1.108695652;1.156147844;11.99431092;0.563848519;0.05432195;-0.112113836;0.058939957;-0.1227921;60;5;11;30;14.9645242;0.378360901;0.068855509;0.299723927;0.016085098;0.353257421;-0.253357948;-0.028630533;0.455206582;0.460338042;1.210105226;1.115455308;Value;-0.09;0.02;-0.32;0
15756;15756;15756;GV_001104;31.03.2017;ACU;ACME UNITED CORP;2017Q1;2017Q1;06.06.2017;20.04.2017;-0.325327778;-0.33893515;-0.219712985;-0.221603164;-0.2688005;-0.305511869;-0.338579826;-0.387656238;31;-0.161945063;24.30254;0.391304348;0.634002953;-0.355014756;-0.657015092;-1.104478775;-0.433286144;0.249663727;0.034313116;99;6;2;10;-0.488038792;-0.467175027;-0.299878103;0.675638647;-0.050804701;-0.111828213;-0.235476199;-0.168265435;-0.324981974;0.321402548;0.468291712;0.714869346;Value;0.07;0.04;-0.45;0.28
15780;15780;15780;GV_001393;31.03.2017;UHAL;U-HAUL HOLDING CO;2017Q1;2016Q4;19.06.2017;24.05.2017;1.231862897;1.49901078;1.164605206;-0.108660642;0.04166477;0.641441632;0.390744826;0.929530287;31;0.095165426;38.37828;0.173913043;0.142280924;0.894983332;0.007867524;-0.140133642;0.245520327;-0.187651071;-0.064221323;20;6;22;29;-0.342299384;0.463045473;-0.389419937;0.158965724;0.571612086;-0.016332365;-0.453985223;0.161870205;-0.512925113;-0.708293967;-0.408000071;0.248588021;Value;-0.13;-0.33;-0.38;0.25
15804;15804;15804;GV_001414;31.03.2017;PRI;PRIMERICA INC;2017Q1;2017Q1;19.05.2017;09.05.2017;1.610743413;0.138300827;0.217994742;0.43161857;0.370439267;0.171093155;0.0652116;0.226567983;31;0.824089502;78.28387;0.782608696;0.346804809;0.263509378;1.673868083;0.989694337;0.165260596;0.09695989;0.075122264;90;4;13;41;-0.10287804;0.320772185;0.611453536;-0.599155079;1.144494026;-0.459222649;0.339777012;0.215127863;0.285558995;0.310737001;0.059365929;0.151922133;Value;0.06;0.31;-0.19;0.13
15828;15828;15828;GV_001559;31.03.2017;AMS;AMERICAN SHARED HSPTL SERV;2017Q1;2017Q1;07.06.2017;15.05.2017;-0.331982996;-0.348958894;-0.232439548;-0.226253514;-0.268855911;-0.300242898;-0.363006158;-0.397294771;31;-0.535535551;3.85;-0.043478261;-0.125988611;-0.366565278;-0.995178871;-0.981714753;-0.597503933;0.404904239;0.350046711;62;5;11;31;-0.466921815;2.316176292;0.012182692;0.243606928;-0.032461989;-0.277986096;-0.310240077;-0.577314992;-0.169250645;-0.6195948;-0.416371265;0.205827219;Value;-0.41;-0.54;-0.19;0.23
15852;15852;15852;GV_001585;31.03.2017;AVD;AMERICAN VANGUARD CORP;2017Q1;2017Q1;05.05.2017;04.05.2017;-0.271377696;-0.326665896;-0.227010447;-0.186115655;-0.237778512;-0.264501802;-0.292652201;-0.264354268;31;-0.326629967;15.28672;0.02173913;0.074844459;-0.293171292;1.052962549;0.879429584;0.0105857;-0.050484372;-0.09528481;51;8;14;9;-0.258423039;-0.134063867;-0.081599268;-0.622849649;-0.768659504;-0.386113267;-0.279875452;-0.288416828;0.013730013;0.48042426;0.825124403;0.772284189;Value;0.51;0.34;0.01;1.14
15876;15876;15876;GV_001598;31.03.2017;AME;AMETEK INC;2017Q1;2017Q1;08.05.2017;02.05.2017;0.879275769;1.159997236;0.810926058;1.535200038;1.442854909;1.167859273;0.709830981;1.331109903;31;0.42653301;56.51929;0.347826087;0.195534114;1.858595937;0.470220794;0.152554986;0.108633772;-0.452446772;-0.521718786;46;6;1;22;1.539576406;0.581889844;0.692797488;0.122625732;-0.055236525;0.013600621;0.319723417;0.521493453;0.683357878;0.510612118;0.341045812;0.403726571;Value;0.25;0.38;0.36;0.17
15900;15900;15900;GV_001613;31.03.2017;AP;AMPCO-PITTSBURGH CORP;2017Q1;2017Q1;03.06.2017;09.05.2017;-0.24895585;-0.299483267;-0.229190202;-0.290748535;-0.298706362;-0.297120333;-0.257514272;-0.336024127;31;-0.339173742;14.6;0.347826087;1.17407466;-0.34076406;2.594480157;0.742748047;0.771397997;2.451296712;0.631108988;131;8;14;48;-0.407891081;-0.663829397;-0.908431944;-0.709453422;0.616914981;-0.29315663;-1.205082889;-0.431683882;-0.444986139;0.603203618;-2.021397321;-0.981973516;Value;-1.56;-0.39;-0.29;-0.84
15924;15924;15924;GV_001706;28.02.2017;EPAC;ENERPAC TOOL GROUP CORP;2017Q1;2017Q2;10.04.2017;22.03.2017;-0.103298107;0.101437259;0.035221955;-0.165506726;-0.157306573;-0.167707997;-0.091305869;-0.142761016;31;-0.119473374;26.62769;0;-0.04774333;-0.108322081;1.705575741;1.213356451;0.539531161;-0.763914282;-1.056142429;79;6;1;45;0.014242307;-0.287707621;-0.335990603;0.467698539;0.273415144;0.33530067;-0.328660765;0.194995626;-0.001923832;0.80135069;1.137372938;2.714234073;Value;1.01;0.73;-0.09;2.54
15948;15948;15948;GV_001891;31.03.2017;ADP;AUTOMATIC DATA PROCESSING;2017Q1;2017Q3;04.05.2017;03.05.2017;6.996682432;7.604921786;0.773357494;7.241078093;6.32890115;4.891600757;3.280761602;1.688857714;31;0.949067491;85.1259;2.434782609;1.106849098;6.815114896;-0.058286752;-0.098630457;-0.28131527;-0.083531616;-0.006341134;74;6;2;56;3.484130897;0.634220848;0.993185985;-0.711211668;1.18871195;-0.061064378;2.453510033;2.817072569;0.508094032;0.289501976;0.083372906;0.099288728;Growth;0.31;0.5;0.4;0.44
15972;15972;15972;GV_001913;31.03.2017;AVY;AVERY DENNISON CORP;2017Q1;2017Q1;02.05.2017;26.04.2017;0.455422544;0.428325049;0.391824348;1.195622826;1.008697476;0.776322737;1.313688097;0.107859789;31;0.749380319;74.19385;1.739130435;0.913292207;0.842470348;-0.805268306;-0.466984863;0.121086823;-0.201174974;-0.488415733;109;8;14;16;0.274457959;-0.170611892;0.114342276;0.04516893;0.790593665;-0.109906799;1.772323372;1.653053164;-0.197813042;0.091041699;-0.011445936;0.033787597;Growth;-0.22;-0.25;-0.26;0.09
15996;15996;15996;GV_001920;31.03.2017;AVP;AVON PRODUCTS;2017Q1;2017Q1;05.05.2017;04.05.2017;0.231239227;1.132803978;0.708644442;-0.693740768;0.027930871;0.059331588;1.057987799;-0.594874209;11;-0.53991999;3.60997;-0.043478261;-0.125988611;-0.108801717;0.214128004;2.573953362;1.085719309;-0.557623175;-1.033282077;111;2;12;54;3.413322697;-0.570390979;-0.74466943;1.039785647;1.849656132;0.662077646;1.591474731;-2.376832014;-0.499964908;-0.182800794;-0.00093461;-1.044690625;Value;0;-0.18;-0.5;-1.04
16007;16007;16007;GV_001988;31.03.2017;BALL;BALL CORP;2017Q1;2017Q1;08.05.2017;04.05.2017;2.443085349;0.861748335;3.549273588;0.634023156;1.360158632;1.71023796;2.277539136;1.494285167;31;0.083599076;37.74507;0.391304348;0.398054413;1.942952504;-0.12539128;-0.224262142;-0.167879738;0.839707527;0.054908086;93;8;14;16;1.050874347;-0.050205647;-0.267301191;0.697473325;0.754572052;-0.371059771;-0.149619715;0.451572026;-0.349746055;-0.32915087;-0.165044339;0.443592449;Value;-0.17;-0.27;-0.33;0.05
16031;16031;16031;GV_002101;31.03.2017;AIT;APPLIED INDUSTRIAL TECH INC;2017Q1;2017Q3;07.05.2017;27.04.2017;-0.11674258;-0.176466524;-0.081259511;0.144770738;0.083040614;0.001076058;0.358507331;-0.050178576;31;0.488301129;59.90084;1.217391304;0.790282611;0.057028144;0.463177753;0.054695993;-0.224348928;-0.445214227;-0.638331104;139;6;1;66;-0.168326327;-0.39100246;-0.128805756;-0.047855981;-0.247881507;-0.200301028;0.340003234;0.417874037;-0.272032225;0.299081308;0.185945973;0.253532095;Value;0.46;0.46;0;0.52
16055;16055;16055;GV_002124;31.03.2017;BELFB;BEL FUSE INC;2017Q1;2017Q1;19.05.2017;03.05.2017;-0.270727753;-0.16326452;-0.17655861;-0.220497753;-0.259507361;-0.272819128;-0.246652894;-0.329184653;31;-0.250529812;19.45289;0.217391304;0.469867131;-0.324202833;0.394172722;0.800381836;-0.191536897;-0.90639592;-0.744920236;47;7;20;23;-0.41014081;-0.473001108;-0.449404221;0.189199812;0.242736336;0.707930222;-0.433294809;-0.250781797;-0.411942366;-0.004533895;1.038653713;2.734156106;Value;1.71;1.39;0.39;1.83
16079;16079;16079;GV_002448;31.03.2017;MTRN;MATERION CORP;2017Q1;2017Q1;01.05.2017;28.04.2017;-0.213024269;-0.311919938;-0.229324598;-0.191223417;-0.202735302;-0.204116991;-0.110777607;-0.157048097;31;0.057819967;36.33377;0.369565217;0.400532532;-0.245337147;1.326970375;0.596403733;0.172608744;-0.393609994;-0.952625439;40;8;14;48;-0.33889342;-0.392072258;-0.396253553;-0.755518511;-0.649329992;-0.419184021;-0.402127916;-0.323432337;-0.314982329;0.16232963;0.637032096;1.93402766;Value;0.51;0.34;0.01;1.14
16103;16103;16103;GV_002497;31.03.2017;MTZ;MASTEC INC;2017Q1;2017Q1;22.05.2017;04.05.2017;0.179303062;-0.313657883;0.210851963;0.290583358;0.405237088;0.421646168;0.870849417;0.176047715;31;0.187806553;43.45;-0.043478261;-0.125988611;0.206845062;0.934278927;1.534347665;0.306488137;0.959686237;0.02414794;30;6;1;13;0.205415483;-0.226580668;-0.198776557;0.130333452;0.271826452;-0.541941966;0.213226766;0.203285912;-0.313698383;-0.100652796;-0.00667116;0.321064782;Value;-0.01;-0.17;-0.48;0.2
16127;16127;16127;GV_002574;31.03.2017;CSX;CSX CORP;2017Q1;2017Q1;20.04.2017;19.04.2017;5.633894854;2.116045032;5.317725113;4.369550371;6.576665433;6.454024941;2.701209922;5.561829125;31;-0.343706504;14.35185;0.217391304;0.68287989;6.741276002;0.345374511;0.502737137;0.293040782;-0.448651825;-0.775828825;116;6;22;29;7.790882772;1.439986566;0.591102493;0.201086554;0.410702293;-0.382276364;0.115968216;0.426708961;-0.150706576;-0.527510575;-0.466903752;-0.196067249;Value;-0.25;-0.28;0.2;-0.02
16151;16151;16151;GV_002577;31.03.2017;CTS;CTS CORP;2017Q1;2017Q1;02.05.2017;27.04.2017;-0.253792098;-0.03162183;-0.19454894;-0.122179693;-0.175702873;-0.215345666;-0.261111194;-0.244590387;31;-0.221892953;21.02064;0.130434783;0.261863334;-0.252884026;2.159628284;0.853246576;0.251486151;-0.155660775;-0.430980875;49;7;20;23;-0.22387043;0.132083768;0.230386159;-0.248740469;-0.560790806;1.174392246;0.011783207;-0.096153076;0.076837428;0.217872093;0.222092724;0.275431613;Value;0.3;0.12;0.1;0.27
16184;16184;16184;GV_002581;31.03.2017;CVV;CVD EQUIPMENT CORP;2017Q1;2017Q1;07.06.2017;15.05.2017;-0.333997918;-0.30650414;-0.240755885;-0.216965519;-0.264818857;-0.305306362;-0.357938157;-0.39331169;31;-0.412421263;10.59;-0.043478261;-0.125988611;-0.359109586;-1.952473449;-0.602918314;0.229647841;-1.686111576;-1.213647798;124;7;18;59;-0.460934489;0.257996708;0.41648593;-0.66212811;-0.950434459;2.306443969;0.069712046;-0.197798578;0.085598587;0.109846794;-0.032473917;0.110522732;Value;0.31;0.45;0.08;0.17
16208;16208;16208;GV_002593;31.03.2017;CBT;CABOT CORP;2017Q1;2017Q2;19.05.2017;01.05.2017;0.173473995;-0.001909348;0.094529744;0.710258406;0.449842575;0.425819102;0.357112213;0.317942855;31;0.32541289;50.98338;1.260869565;0.922202889;0.246035931;0.84628284;0.531257914;0.111362045;-0.42635022;-1.271140743;25;8;14;9;0.041418315;0.215929964;0.442944099;-0.118239619;-0.042233496;-0.252107989;0.551222518;0.056135013;-0.145131575;-0.171819216;-0.116431273;-0.129987414;Value;-0.02;-0.15;-0.31;0.03
16232;16232;16232;GV_002596;31.03.2017;CACI;CACI INTL INC  -CL A;2017Q1;2017Q3;19.05.2017;03.05.2017;0.308746044;-0.210858702;0.380046166;0.282794657;0.257876708;0.171515586;0.794068716;0.478414272;31;1.519413607;116.35;-0.043478261;-0.125988611;0.095721842;0.777235886;0.154549882;1.120277435;0.790458778;0.46156676;121;6;2;56;-0.299007789;-0.408599256;-0.183357736;0.230708757;0.009577635;-0.473956677;-0.04658916;-0.288130314;-0.355437632;0.06370479;0.017730052;0.160287442;Value;0.23;0.17;-0.29;0.65
16256;16256;16256;GV_002771;31.03.2017;CSL;CARLISLE COS INC;2017Q1;2017Q1;07.05.2017;27.04.2017;0.339088856;0.00074806;0.060296742;0.555246732;0.4830889;0.454361744;0.459820282;0.877550085;31;1.217080536;99.79851;1.47826087;0.554070442;0.780629581;-0.164910565;-0.480403655;-0.366776909;-0.374303075;-0.041767579;18;6;1;7;0.058923178;0.120268138;0.18806954;-0.359052295;-0.563045073;-0.330011017;-0.018954706;0.10756841;0.219902032;0.448110419;0.470451292;0.515288739;Value;0.46;0.46;0;0.52
16280;16280;16280;GV_003026;31.03.2017;CHD;CHURCH & DWIGHT INC;2017Q1;2017Q1;04.05.2017;04.05.2017;0.408885722;0.015363806;0.10918654;1.440846211;1.301581773;0.98696743;0.570231457;0.579369321;31;0.247076766;46.6948;0.782608696;0.662000422;1.710386886;-0.257588038;-0.769086907;-0.738973987;-0.280743035;-0.234041077;72;2;12;36;1.759637534;0.594337396;0.797548899;-0.331607636;0.061817012;-0.343949688;0.884401303;1.401074808;0.749288763;0.56615858;0.33703404;0.370284105;Growth;0.2;0.28;0.03;0.29
16304;16304;16304;GV_003062;28.02.2017;CTAS;CINTAS CORP;2017Q1;2016Q3;07.04.2017;22.03.2017;0.37263419;0.035942775;0.135705199;1.269355018;1.315307756;1.087996963;0.97482315;0.703534351;31;1.513377354;116.01954;1.402173913;0.437809765;1.777365709;0.242929011;-0.283329762;-0.265915684;-0.224714718;-0.076961677;43;6;2;10;0.424078373;0.239216802;0.311192634;-0.261529798;-0.200640059;-0.318186026;0.597923442;1.214874064;0.363167346;0.501566279;0.357380358;0.508990416;Growth;0.12;0.11;-0.08;0.29
16328;16328;16328;GV_003203;28.02.2017;CCF;CHASE CORP;2017Q1;2017Q2;11.04.2017;05.04.2017;-0.299944711;-0.246909102;-0.229542675;-0.123462986;-0.176043252;-0.221716383;-0.30695109;-0.316964617;31;1.075104556;92.02591;0.717391304;0.255852578;-0.222868191;1.075153717;0.08008416;0.251352769;-0.367860724;-0.174792622;130;8;14;9;-0.435004347;0.75353873;0.765980109;-0.524130441;-0.945512687;0.651043813;0.415015483;0.820511657;0.883056884;0.549726499;0.452863119;0.489642799;Value;0.85;0.55;0.88;0.49
16352;16352;16352;GV_003246;28.02.2017;CMC;COMMERCIAL METALS;2017Q1;2017Q2;31.03.2017;23.03.2017;0.18198031;0.69578256;0.139228916;0.155418262;0.063575682;0.104440379;0.554288169;0.285703499;31;-0.30526288;16.45648;0.47826087;1.213039123;-0.011619911;2.069647848;0.767481639;0.470621046;-1.770410738;-2.045907871;131;8;14;48;0.519472255;-0.370952618;-0.200503902;-0.032204519;0.049904531;0.379733059;-0.066242586;-0.298050753;-0.396584817;-0.135054699;0.056915728;0.079710508;Value;-0.02;-0.15;-0.31;0.03
16376;16376;16376;GV_003342;31.03.2017;CTG;COMPUTER TASK GROUP INC;2017Q1;2017Q1;31.05.2017;25.04.2017;-0.32129124;-0.328491535;-0.242221565;-0.220434223;-0.267328163;-0.306088431;-0.285876678;-0.371510965;31;-0.493705919;6.14;-0.043478261;-0.125988611;-0.35479474;0.134670207;-0.6036664;0.342889362;-1.000388806;-1.083965968;75;7;19;37;-0.380777815;-0.714822241;-0.421658911;-0.870617467;-0.59613161;0.037553107;-0.329785163;-0.437204317;-0.496734616;0.581835648;0.476354042;0.739121135;Value;0.5;0.61;0.16;0.31
16400;16400;16400;GV_003382;31.03.2017;SSTK;SHUTTERSTOCK INC;2017Q1;2017Q1;08.05.2017;03.05.2017;-0.260675565;0.16389964;-0.242221565;-0.146079443;-0.196853869;-0.217766082;-0.228940031;-0.270268741;31;0.064185926;36.68228;-0.043478261;-0.125988611;-0.137080923;0.896226942;0.177756132;0.418395836;0.308158255;0.871717092;84;0;15;42;-0.207781731;-0.11104933;-0.065417024;-0.870617467;-0.391122336;2.472063503;-0.031665766;0.919422358;0.36650044;1.144758521;1.499353241;1.450202912;Growth;3.16;1.47;0.37;2.76
16424;16424;16424;GV_003580;31.03.2017;CR;CRANE CO;2017Q1;2017Q1;18.05.2017;24.04.2017;0.23538922;0.986115042;0.135862924;0.57176437;0.460133104;0.315644507;0.352190785;0.219300051;31;0.211969467;44.77282;1.391304348;0.767294105;0.390137487;0.291797093;0.306084043;0.126688877;-0.339041273;-0.560888598;79;6;1;45;0.013632819;0.064882076;0.308624601;-0.116459527;0.309505187;0.531576319;0.536134348;0.442522449;-0.221023103;-0.184915842;-0.228101292;-0.13967636;Value;0;-0.05;-0.14;0.16
16448;16448;16448;GV_003581;31.03.2017;CRD.A;CRAWFORD & CO;2017Q1;2017Q1;08.05.2017;08.05.2017;-0.21084569;-0.17252293;-0.121887238;-0.13259851;-0.16333049;-0.175186169;-0.069201167;-0.325925909;31;-0.453769032;8.32638;0.173913043;0.941289676;-0.288453581;1.509963667;1.584983733;1.146396103;-0.675095408;-0.57718515;81;4;13;41;-0.015057946;-0.354631109;-0.267992898;0.185480315;0.759094762;0.086463498;0.424422184;0.174082576;-0.451029598;-0.321423549;-0.1611189;0.060176233;Value;0.06;0.31;-0.19;0.13
16472;16472;16472;GV_003619;31.03.2017;CCK;CROWN HOLDINGS INC;2017Q1;2017Q1;18.05.2017;19.04.2017;1.30953471;0.542859345;2.398030411;1.129552277;1.470979718;1.282098341;1.665570222;0.028208412;31;0.36822634;53.32724;-0.043478261;-0.125988611;0.882653893;-0.253731135;0.026237556;0.359610645;-0.625222557;-0.712462667;93;8;14;16;0.723283349;-0.029547965;-0.016866416;0.970776137;1.210488982;-0.31992494;2.063319145;2.2042483;-0.226914963;-0.120800155;-0.137697008;0.145603525;Growth;-0.22;-0.25;-0.26;0.09
16496;16496;16496;GV_003662;31.03.2017;CW;CURTISS-WRIGHT CORP;2017Q1;2017Q1;17.05.2017;03.05.2017;0.162910421;0.369878012;0.171221811;0.183561774;0.099109671;0.098252334;0.191913772;0.26642285;31;1.037719459;89.97923;0.52173913;0.16811663;0.307796636;0.867537731;0.166441332;0.311726421;-0.491513587;-0.58977706;1;6;1;0;-0.121297135;-0.077035216;0.034239265;0.072429853;0.036753621;0.107110952;-0.018238607;0.222569091;0.149645127;0.642705646;0.775335324;0.710163601;Value;0.46;0.46;0;0.52
16520;16520;16520;GV_003708;31.03.2017;WEN;WENDY'S CO;2017Q1;2017Q1;10.05.2017;10.05.2017;0.319280167;0.158159638;1.039775959;0.053885615;0.190070035;0.188047484;-0.062472718;-0.142842919;31;-0.355869611;13.68597;0.260869565;0.804254983;0.269262747;0.253898826;0.071917555;-0.138390137;-1.68623237;-1.506663031;122;1;5;34;1.692468338;0.864088812;0.173454418;1.362198574;1.057807178;-0.208604821;0.356296148;1.701475425;0.575359426;0.196627629;0.292946863;1.014610368;Growth;-0.15;-0.17;-0.06;-0.01
16544;16544;16544;GV_003735;31.03.2017;DHR;DANAHER CORP;2017Q1;2017Q1;20.04.2017;20.04.2017;7.229149002;1.780945851;4.692047268;6.200466941;4.605633273;4.9406941;4.131312802;11.76711161;31;0.695963148;71.26948;0.5;0.192054202;9.07439914;-0.588303522;-0.406826284;-0.240839823;0.877173821;-0.76849699;89;5;16;44;5.705177962;0.366279665;0.540303597;-0.119911857;-0.253472126;-0.445163446;-0.087002495;-0.01807738;0.571029612;0.613414085;0.715528115;0.450165026;Value;0.72;0.3;0.57;0.66
16568;16568;16568;GV_003761;31.03.2017;DAIO;DATA I/O CORP;2017Q1;2017Q1;06.06.2017;04.05.2017;-0.338276427;-0.327407313;-0.242221565;-0.217537284;-0.272045975;-0.310758007;-0.360534745;-0.402761333;31;-0.518730633;4.77;-0.043478261;-0.125988611;-0.363869994;-1.146450531;-0.941442793;-0.167661476;0.873494635;-0.00878723;49;7;20;23;-0.445894469;-0.102196349;0.672386188;-0.870617467;-0.998021696;2.920702606;0.662357693;-0.077393794;-0.083310513;0.232365501;0.121868852;-0.1708857;Value;0.45;0.68;0.5;0.06
16592;16592;16592;GV_003962;31.03.2017;NSYS;NORTECH SYSTEMS INC;2017Q1;2017Q1;12.06.2017;11.05.2017;-0.332756267;-0.35479722;-0.236111354;-0.230166923;-0.280254651;-0.314223084;-0.337966787;-0.400098438;31;-0.543755347;3.4;-0.043478261;-0.125988611;-0.368638402;-1.669703745;-1.812791491;-0.607277214;-0.48147258;-0.317621413;49;7;20;23;-0.493246332;-0.772382311;-0.511102763;-0.117006878;0.167988684;-0.552154429;-0.543864762;-0.705189516;-0.586812985;-0.13591496;-1.478391969;-7.181881256;Value;-1.44;-2.17;-0.25;-0.91
16616;16616;16616;GV_004058;31.03.2017;DOV;DOVER CORP;2017Q1;2017Q1;20.04.2017;20.04.2017;1.371166799;0.748888207;1.222424493;1.958572495;0.957585209;0.970201483;1.325574416;1.612234216;31;0.436151086;57.04584;1.869565217;1.038199937;1.66669297;0.708859698;0.428162319;0.197781611;-0.491513587;-0.814288688;79;6;1;45;0.876238023;-0.056858914;0.439912621;0.114125535;0.212569913;-0.271732619;0.377169218;0.229463143;-0.052782138;0.228024274;0.289268598;-0.03974259;Value;-0.07;-0.03;-0.05;0.06
16640;16640;16640;GV_004091;31.03.2017;DCO;DUCOMMUN INC;2017Q1;2017Q1;27.05.2017;04.05.2017;-0.255419297;-0.336439844;-0.159983244;-0.20310341;-0.244752325;-0.259010198;-0.222442676;-0.301821641;31;-0.055316765;30.14;-0.043478261;-0.125988611;-0.314416542;-0.359097261;0.935894489;0.16737046;-1.129089854;-1.317261598;1;6;1;0;-0.417418817;-0.436412111;-0.371508832;0.222299572;0.120636097;-0.475818898;-0.32438108;-0.30444363;-0.369275936;0.074920774;0.701826964;1.10623053;Value;0.53;0.14;-0.37;1.11
16664;16664;16664;GV_004145;31.03.2017;RVTY;REVVITY INC;2017Q1;2017Q1;09.05.2017;04.05.2017;0.384236936;0.410863219;0.291649455;0.260508553;0.236717796;0.196467563;0.18177563;0.719264474;31;0.479923695;59.44221;0.260869565;0.118026996;0.719991702;-0.239686976;0.198468762;-0.409289467;-0.277466495;-0.567871912;89;5;16;44;0.463291775;0.121898549;0.146674469;-0.023946062;-0.197079459;-0.07532041;-0.166053742;0.184024674;0.661260891;1.115513492;1.076495319;1.199870644;Value;0.4;0.3;0.52;0.87
